Назва,LATITUDE,LONGITUDE,Дата,place_name,place_type,координати,civilian objects,посилання,Область,"артилерія, міномети, танки",авіа,ракетний,кількість ракет,дрони-камікадзе ,type of projectile,adress,type of projectile
Одеса,46.47577504,30.72854269,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/09/25/7368955/,Одеська,,,,,1,,,
Миколаїв,47.00585,31.99096,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/09/30/7369734/,Миколаївська,,,,,1,,,
Кам'янка,46.81975,31.6463,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/09/30/7369734/,Миколаївська,,,,,1,,,
Кривий Ріг,47.87623,33.43444,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/2/7369997/,Дніпропетроська,,,,,1,,,
Миколаїв,46.89130478,32.05579429,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/2/7370007/,Миколаївська,,,,,1,,,
Біла Церква,49.81327,30.10712,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/5/7370400/,Київська,,,,,1,,,
Біла Церква,49.80927,30.09806,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/5/7370400/,Київська,,,,,1,,,
Біла Церква,49.8106,30.09254,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/5/7370400/,Київська,,,,,1,,,
Біла Церква,49.80993,30.09342,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/5/7370400/,Київська,,,,,1,,,
Біла Церква,49.81301,30.08523,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/5/7370400/,Київська,,,,,1,,,
Біла Церква,49.8142,30.09449,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/5/7370400/,Київська,,,,,1,,,
Харків,49.97146808,36.23536642,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/7/7370725/,Харківська,,,,,1,,,
Запоріжжя,47.88218,35.18884,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/7/7370725/,Запорізька,,,,,1,,,
Запоріжжя,47.85832,35.1448,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/7/7370725/,Запорізька,,,,,1,,,
Миколаїв,46.95134193,32.01970637,01/01/2023,,,неточні ,,https://www.pravda.com.ua/news/2022/10/7/7370766/,Миколаївська,,,,,1,,,
Кривий Ріг,47.91814599,33.42016144,01/01/2023,,,неточні,,https://t.me/vilkul/2051,Дніпропетровська,,,,,1,,,
Ладижин,48.70678392,29.22034339,01/01/2023,Ладижинська ТЕС,підстанція,точні,,https://www.epravda.com.ua/news/2022/10/11/692471/,Вінницька,,,,,1,,,
Харків,49.99871306,36.17672183,01/01/2023,Холодногірський р-н,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371872/,Харківська,,,1,,1,,,
Миколаїв,46.89639408,32.09587861,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371728/,Миколаївська,,,,,1,,,
Вінниця,49.21430854,28.47649819,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371728/,Вінницька,,,,,1,,,
Черкаси,49.42865572,32.07051381,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371728/,Черкаська,,,,,1,,,
Білогорівка,48.7350207,38.21314488,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371728/,Донецька,,,,,1,,,
Спірне,48.80796039,38.24473485,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371728/,Донецька,,,,,1,,,
Давидів Брід,47.23895086,33.19195822,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/13/7371728/,Херсонська,,,,,1,,,
Межівська громада,48.27736258,36.70108149,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/14/7371898/,Дніпропетровська,,,,,1,,,
Запоріжжя,47.82268,35.2301,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/15/7372063/,Запорізька,,,,,1,,,
Михайло-Ларине,47.09368,32.21005,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/10/17/7372218/,Миколаївська,,,,,1,,,
Київ,50.44155454,30.4960165,01/01/2023,,,точні,,https://nv.ua/ukr/kyiv/udari-droniv-kamikadze-po-kiyevu-fotoreportazh-novini-kiyeva-50277185.html,Київська,,,,,1,,,
Київ,50.44182153,30.4964208,01/01/2023,,,точні,,https://nv.ua/ukr/kyiv/udari-droniv-kamikadze-po-kiyevu-fotoreportazh-novini-kiyeva-50277185.html,Київська,,,,,1,,,
Київ,50.4401376,30.49594649,01/01/2023,,,точні,,https://nv.ua/ukr/kyiv/udari-droniv-kamikadze-po-kiyevu-fotoreportazh-novini-kiyeva-50277185.html,Київська,,,,,1,,,
Київ,50.43917369,30.49202533,01/01/2023,,,точні,,https://nv.ua/ukr/kyiv/udari-droniv-kamikadze-po-kiyevu-fotoreportazh-novini-kiyeva-50277185.html,Київська,,,,,1,,,
Миколаїв,46.95955816,32.03392509,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/17/7372269/,Миколаївська,,,,,1,,,
Миколаїв,46.93222789,32.05829317,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/17/7372269/,Миколаївська,,,,,1,,,
Київ,50.45203412602622,30.619723176490897,01/01/2023,Енергетичні об'єкти,підстанція,неточні,,https://t.me/Denys_Smyhal/3744,Київська,,,,,1,,,
Запоріжжя,47.87762,35.18855,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/18/7372378/,Запорізька,,,,,1,,,
Миколаїв,46.96443369,32.06226888,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/10/20/7372725/,Миколаївська,,,,,1,,,
Нововоскресенське,47.33289391,33.59585089,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/11/8/7375398/,Херсонська,,,,,1,,,
Червоне,47.26108267,33.65954753,01/01/2023,,,неточні,,https://www.pravda.com.ua/news/2022/11/8/7375398/,Херсонська,,,,,1,,,
Дніпро,48.47080215,34.96800558,01/01/2023,"Логістичне підприємство ""Нової Пошти""",громадська будівля,точні,,https://www.pravda.com.ua/news/2022/11/9/7375555/,Дніпропетровська,,,,,1,,,
Запорізький район,47.76204708,35.40426681,01/01/2023,Житлова інфраструктура,житло,неточні,,https://www.pravda.com.ua/news/2022/12/7/7379631/,Запорізька,,,1,,1,С-300,,
Одеська область,46.45038754,30.58430052,01/01/2023,Об’єкти енергетичної інфраструктури,підстанція,неточні,,https://www.pravda.com.ua/news/2022/12/10/7380155/,Одеська,,,,,1,,,
Київ,50.45211035,30.52355726,01/01/2023,Одна адмінбудівля та ще 4 житлові будівлі,"громадська будівля, житло",неточні,,https://www.pravda.com.ua/news/2022/12/14/7380645/ https://t.me/VA_Kyiv/524,Київська,,,,,1,,,
Вишневе,50.38787547,30.364175,01/01/2023,Приватний будинок,житло,неточні,,https://www.pravda.com.ua/news/2022/12/14/7380645/ https://t.me/tymoshenko_kyrylo/3067,Київська,,,,,1,,,
Київ,50.42254157,30.46167383,01/01/2023,Солом’янський район міста,громадське місце,неточні,,https://www.pravda.com.ua/news/2022/12/19/7381317/ https://t.me/vitaliy_klitschko/1696 https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html,Київська,,,,,1,,,
Київ,50.4555029,30.48304759,01/01/2023,Шевченківський район міста,громадське місце,неточні,,https://www.pravda.com.ua/news/2022/12/19/7381317/ https://t.me/vitaliy_klitschko/1696 https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html,Київська,,,,,1,,,
Київ,50.44287422,30.43753062,01/01/2023,Об’єкт критичної інфраструктури,підстанція,неточні,,https://t.me/VA_Kyiv/544 https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html,Київська,,,,,1,,,
Київська область,50.22039141,30.33888325,01/01/2023,Будинок,житло,неточні,,https://nv.ua/ukr/kyiv/vibuhi-v-kiyevi-19-grudnya-usi-naslidki-ataki-droniv-foto-video-onlayn-novini-kiyeva-50291832.html https://t.me/OleksiyKuleba/3078,Київська,,,,,1,,,
Київська область,50.12735212,30.75606982,01/01/2023,Об’єкти інфраструктури та приватні будинки,"підстанція, житло",неточні,,https://nv.ua/ukr/kyiv/ataka-shahedami-19-grudnya-v-kijivskiy-oblasti-ye-postrazhdali-i-ruynuvannya-novini-kiyeva-50291833.html https://t.me/OleksiyKuleba/3071,Київська,,,,,1,,,
Харків,49.9674593,36.3340981,01/01/2023,Об'єкти критичної інфраструктури,критична інфраструктура,неточні,,https://www.pravda.com.ua/news/2022/12/29/7382823/,Харківська,,,,,1,,,
Київ,50.33100607,30.55783064,01/01/2023,Адмінбудівля в Голосіївському районі,громадська будівля,неточні,,https://www.pravda.com.ua/news/2022/12/30/7382938/,Київська,,,,,1,,,
Київ,50.51593821,30.62278287,01/01/2023,"Будинок, проїзжа частина в Деснянському районі","житло, громадське місце",неточні,,https://www.pravda.com.ua/news/2023/01/2/7383242/,Київська,,,,,1,,,
Київ,50.42725289,30.70414845,01/01/2023,Енергетична інфраструктура,підстанція,неточні,,https://www.pravda.com.ua/news/2023/01/2/7383252/ https://www.pravda.com.ua/news/2023/01/2/7383248/,Київська,,,,,1,,,
Шепетівський район,50.12767101,27.05690322,01/01/2023,Об'єкт критичної інфраструктури,критична інфраструктура,неточні,,https://nv.ua/ukr/ukraine/events/ataka-rf-na-ukrajinu-10-lyutogo-vluchennya-u-hmelnicku-oblast-novini-hmelnickogo-50303336.html https://t.me/khmelnytskaODA/1356,Хмельницька,,,,,1,,,
Криворізький район,47.94130265,33.61463256,01/01/2023,Об'єкт енергетичної інфраструктури,підстанція,неточні,,https://nv.ua/ukr/ukraine/events/masovana-ataka-na-dnipropetrovsku-oblast-shcho-vidomo-novini-ukrajini-50303334.html https://www.pravda.com.ua/news/2023/02/10/7388883/,Дніпропетровська,,,1,,1,,,
Криворізький район,47.93661645,33.30864517,01/01/2023,Енергетичний об'єкт,підстанція,неточні,,https://www.pravda.com.ua/news/2023/02/11/7388898/,Дніпропетровська,,,,,1,,,
Нікопольський район,47.62787581,34.50638271,01/01/2023,Енергетичний об'єкт,підстанція,неточні,,https://www.pravda.com.ua/news/2023/02/11/7388898/,Дніпропетровська,,,,,1,,,
Вінниця,49.23890496,28.49215302,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/07/14/7358165/,Вінницька,,,1,3,Чорне море,,,
Харків,50.09641,36.26483,01/01/2023,,,точні,,,Харківська,1,,,,,,,
Харків,50.04739,36.3546,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/28/7326963/,Харківська,1,,,,,,,
Харків,50.09641,36.26483,01/01/2023,,,точні,,,Харківська,1,,,,,,,
Харків,50.09727,36.26461,01/01/2023,,,точні,,,Харківська,1,,,,,,,
Харків,50.05092,36.35561,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/28/7326963/,Харківська,1,,,,,,,
Харків,50.04739,36.3546,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/28/7326963/,Харківська,1,,,,,,,
Харків,49.97094,36.37021,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/28/7326963/,Харківська,1,,,,,,,
Харків,50.04615,36.34816,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/28/7326963/,Харківська,1,,,,,,,
Харків,50.0041395,36.23638001,01/01/2023,ОДА,,точні,,https://www.pravda.com.ua/news/2022/03/1/7327048/,Харківська,,1,1,,,,,
Харків,49.95005398,36.15811784,01/01/2023,лікарня,,точні,,https://www.pravda.com.ua/news/2022/03/1/7327150/,Харківська,1,,,,,,,
Нова Каховка,46.72832,33.37426,01/01/2023,,,точні,,,Херсонська,,,,,,,,
Нова Каховка,46.846,33.218,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Нова Каховка,46.807,33.327,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Нова Каховка,46.807,33.327,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Нова Каховка,46.81615,33.35381,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.57745,32.66699,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Старокостянтинів,49.76960963,27.24946948,01/01/2023,склад ПММ військової частини,,точні,,https://ngp-ua.info/2022/03/56432,Хмельницька,,,1,,,,,
Краснопілля,50.79267277,35.24655673,01/01/2023,військові склади,,точні,,,Сумська,,,1,4,,,,
Херсон,46.64564,32.75711,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.67391,32.71146,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
о. Зміїний,45.25483017,30.20336862,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/24/7325458/,Одеська,,1,,,,,,
Херсон,46.66528,32.96834,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Чернігів,51.54883997,31.31105464,01/01/2023,аеропорт,,точні,,https://ehrh.org/hronologiya-podij-u-chernigovi-ta-chernigivskij-oblasti-pid-chas-rosijsko-ukrayinskoyi-vijny-24-lyutogo-24-chervnya-2022-roku/,Чернігівська,,,1,,,,,
Херсон,46.57048,32.6935,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.725,32.7,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.592,32.77,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.67235,32.6995,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.592,32.77,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Херсон,46.7016,32.73331,01/01/2023,,,точні,,,Херсонська,1,,,,,,,
Чернігів,51.597,31.231,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.47839,31.37194,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.53074,31.40749,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.54956,31.43717,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.517,31.311,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.52225,31.32666,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.53255,31.34119,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.58118,31.35445,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Чернігів,51.61155,31.15568,01/01/2023,,,точні,,,Чернігівська,1,,,,,,,
Гостомель,50.55194,30.17868,01/01/2023,,,точні,,,Київська,1,,,,,,,
Гостомель,50.59969,30.20042,01/01/2023,,,точні,,,Київська,1,,,,,,,
Гостомель,50.60279,30.24438,01/01/2023,,,точні,,,Київська,1,,,,,,,
Гостомель,50.66534,30.19529,01/01/2023,,,точні,,,Київська,1,,,,,,,
Гостомель,50.61459,30.29169,01/01/2023,,,точні,,,Київська,1,,,,,,,
Гостомель,50.59254,30.2135,01/01/2023,,,точні,,,Київська,1,,,,,,,
Гостомель,50.59847,30.18537,01/01/2023,,,точні,,,Київська,1,,,,,,,
Ірпінь,50.5334,30.23333,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/27/7326439/,Київська,1,,,,,,,
Ірпінь,50.503,30.25301,01/01/2023,,,точні,,https://www.pravda.com.ua/news/2022/02/27/7326439/,Київська,1,,,,,,,
Васильків,50.22787,30.28598,01/01/2023,,,точні,,,Київська,1,,,,,,,
Васильків,50.23,30.31,01/01/2023,,,точні,,,Київська,1,,,,,,,
Васильків,50.221,30.297,01/01/2023,аеропорт,,точні,,,Київська,,,1,,,,,
Васильків,50.192029,30.31478,01/01/2023,гуртожиток,,точні,1,,Київська,,,1,,,,,
Одеса,46.47315,30.41404,01/01/2023,,,точні,,,Одеська,,,1,,,,,
Одеса,46.468,30.415,01/02/2023,,,точні,,,Одеська,,,1,,,,,
Гостомель,50.59132707,30.20753521,01/02/2023,"Міжнародний аеропорт ""АНТОНОВ""",,точні,,https://espreso.tv/ataka-na-gostomel-24-lyutogo-pochalasya-z-rozrivu-raketi-bilya-zhitlovogo-budinku-natsgvardiya,Київська,,,1,,,,,
Теплик,48.66629445,29.75570749,01/02/2023,,,точні,,,Вінницька ,,,1,,,,,
Косів,48.30861742,25.13398288,01/02/2023,аеропорт,,точні,,,Івано-Франківська,,,1,,,,,
Коломия,48.53148896,25.12234966,01/02/2023,аеропорт,,точні,,,Івано-Франківська,,,1,,,,,
Вільча,50.2460576,36.94594813,01/02/2023,,,точні,,https://www.ukrinform.ua/rubric-ato/3411287-raketni-obstrili-poskodili-ponad-10-obektiv-na-kiivsini.html,Харківська,,,1,,,,,
Рагівка,51.20084565,29.43194874,01/02/2023,,,точні,,,Київська,,,1,,,,,
Луговики,51.22333377,29.47819482,01/02/2023,,,точні,,,Київська,,,1,,,,,
Прип’ять,51.40021319,30.04941716,01/02/2023,,,точні,,,Київська,,,1,,,,,
Нові Петрівці,50.63060828,30.43341895,01/02/2023,,,точні,,,Київська,,,1,,,,,
Біліа Церква ,49.79863458,30.03443669,01/02/2023,,,точні,,,Київська,,,1,,,,,
Васильків,50.22955463,30.30353661,01/02/2023,,,точні,,,Київська,,,1,,,,,
Плесецьке,50.2136008,30.14662839,01/02/2023,,,точні,,,Київська,,,1,,,,,
Тульчин,48.67708781,28.82808507,01/02/2023,військова частина,,точні,,,Вінницька,,,1,,,,,
Кароліно-Бугаз,46.14652035,30.52892687,01/02/2023,,,точні,,,Одеська,,,1,,,,,
Грибівка,46.21401072,30.55980489,01/02/2023,,,точні,,,Одеська,,,1,,,,,
Великий Буялик,46.89625968,30.69726411,01/02/2023,аеропорт,,точні,,,Одеська,,,1,,,,,
Марганець,47.64876276,34.61430043,01/02/2023,військові склади,,точні,,,Дніпропетровська,,,1,,,,,
Лозова,48.95048829,36.27183699,01/02/2023,військова частина,,точні,,,Харківська,,,,,,,,
Каланчак,46.26977532,33.29012634,01/02/2023,,,точні,,,Херсонська,,,1,,,,,
Чонгар,46.03750231,34.54175344,01/02/2023,,,точні,,,Херсонська,,,1,,,,,
Ревне,50.29455556,30.80908562,01/02/2023,,,точні,,,Київська,,,1,,,,,
Боханов,50.41326368,32.90088112,01/02/2023,військова частина,,точні,,,Чернігівська,,,1,,,,,
Краматорськ,48.7072342,37.62894089,01/02/2023,аеропорт,,точні,,,Донецька,,,1,,,,,
Харків,49.9730397,36.36050684,01/02/2023,склад ракетно-артилерійського озброєння,,точні,,,Харківська,,,1,,,,,
Бохоники,49.18756562,28.39958154,01/02/2023,військова частина,,точні,,,Вінницька,,,1,,,,,
Луцьк,50.78839133,25.35985706,01/02/2023,Луцький військовий аеродром,,точні,,,Волинська,,,1,,,,,
Луцьк,50.77410959,25.37550036,01/02/2023,телевежа,,точні,,,Волинська,,,1,,,,,
Луцьк,50.75230409,25.34400228,01/02/2023,пожежна частина,,точні,,,Волинська,,,1,,,,,
Знам'янка,48.73988302,32.69649885,01/02/2023,аеропорт,,точні,,,Кіровоградська,,,1,,,,,
Бровари,50.50833035,30.83405221,01/02/2023,військова частина,,точні,,,Київська,,,1,,,,,
Калинівка,49.41052897,28.48816529,01/02/2023,військова частина,,точні,,,Херсонська,,,1,,,,,
Чорнобаївка,46.68663424,32.49983106,01/02/2023,аеропорт,,точні,,,Херсонська,,,1,,,,,
Ніжин,51.08421842,31.87051503,01/02/2023,аеропорт,,точні,,,Чернігівська,,,1,,,,,
Хмельницький,49.35867982,26.93345888,01/02/2023,військовий аеродром,,точні,,,Хмельницька,,,1,,,,,
Івано-Франківськ,48.887744,24.706872,01/02/2023,"Міжнародний аеропорт ""Івано-Франківськ""",,точні,,,Івано-Франківська,,,1,,,,,
Одеса,46.431641,30.674346,01/02/2023,Міжнародний аеропорт Одеса,,точні,,,Одеська,,,1,,,,,
Миргород,49.93394582,33.63930162,01/02/2023,Миргородська Авіабаза,,точні,,,Полтавська,,,1,,,,,
Миргород,49.98058597,33.59536437,01/02/2023,військовий склад,,точні,,,Полтавська,,,1,,,,,
Бориспіль,50.34280785,30.8935115,01/02/2023,аеропорт,,точні,,,Київська,,,1,,,,,
Броди,50.09445862,25.1563082,01/02/2023,військова частина,,точні,,,Львівська,,,1,,,,,
Новий Калинів,49.55761994,23.30826874,01/02/2023,військова частина,,точні,,,Львівська,,,1,,,,,
Кам'янка-Бузька,50.0990254,24.36552205,01/02/2023,військова частина,,точні,,,Львівська,,,1,,,,,
Кульбакіне,46.92188267,32.08354366,01/02/2023,аеропорт,,точні,,,Миколаївська,,,1,,,,,
Озерне,50.16773339,28.73297263,01/02/2023,аеропорт,,точні,,,Чернігівська,,,1,,,,,
Охтирка,50.3113,34.896,01/02/2023,,,точні,,,Сумська,1,,,,,,,
Охтирка,50.310822,34.874991,01/02/2023,,,точні,,,Сумська,1,,,,,,,
Суми,50.9262,34.7586,01/02/2023,вул. Білопільський шлях,,точні,,,Сумська,1,,,,,,,
Васильків,50.2041,30.3155,01/02/2023,нафтобаза,,точні,1,,Київська,,,1,,,,,
